Segment Histogram:
35510508 35510555 5.94
35511907 35511911 5.70
35512047 35512071 8.18
35513526 35513550 8.17
35515067 35515075 5.79
35517856 35517868 5.93
35519463 35519480 8.77
35520024 35520076 5.77
35520357 35520377 9.99
35520690 35520711 6.86
35523131 35523136 5.48
35523283 35523300 5.76
35524704 35524711 5.10
35524762 35524776 5.50
35525640 35525651 5.14
35526242 35526378 11.90
35526584 35526602 5.54
35527162 35527236 7.89
35527729 35527754 6.90
35528594 35528661 5.50
35536316 35536341 6.96
35537704 35537721 6.76
35538689 35538697 5.79
35539609 35539625 5.02
35539987 35539992 6.49
35540292 35540413 5.41
35541550 35541590 5.59
35542599 35542655 5.04
35544294 35544368 8.82
35544944 35544963 5.38
35545744 35545806 5.58
35546847 35546885 6.07
35547876 35547890 5.45
35548214 35548239 5.05
35548454 35548484 6.92
35549014 35549064 5.44
35549261 35549302 8.37
35550390 35550460 7.89
35551665 35551680 7.20
35552540 35552553 5.72
35553112 35553118 7.23
35553456 35553484 5.21
35554726 35554731 5.48
35555272 35555337 6.00
35556311 35556342 5.67
35558681 35558706 5.04
35559934 35559938 5.75
35561592 35561612 5.16
35564670 35564683 7.63
35565200 35565231 5.67
35565990 35565999 5.57
35567608 35567661 8.56
35568984 35569022 6.97
35570050 35570066 7.04
35571288 35571298 5.36
35572275 35572287 6.84
35575290 35575291 5.39
35576662 35576674 5.88
35577330 35577338 5.79
35578458 35578473 5.24
35580717 35580741 7.17
35581619 35581635 6.02
35581975 35581990 5.20
35582322 35582343 5.91
35582413 35582448 5.76
35584605 35584623 5.46
35584749 35584756 5.05
35584982 35584996 6.46
35585658 35585688 7.74
35586408 35586441 7.09
35586611 35586617 5.31
35589113 35589133 5.17
35589917 35589950 6.10
35592247 35592275 6.17
35594966 35595037 7.64
35595396 35595428 5.44
35597760 35597771 7.10
35598717 35598734 5.72
35599653 35599669 5.98
35600097 35600187 6.32
35602512 35602513 5.39
35602717 35602769 11.78
35603431 35603436 5.48
35603645 35603661 6.98
35604163 35604165 5.17
35604565 35604575 6.28
35605668 35605681 6.68
35606290 35606298 5.79
35608059 35608066 5.06
35608237 35608257 6.17
35609254 35609260 9.09
35611669 35611739 7.84
35612132 35612155 7.33
35613334 35613389 5.32
35615842 35615864 5.60
35616335 35616339 5.70
35616900 35616916 6.93
35617122 35617132 7.37
35617248 35617256 5.79
35618277 35618312 5.71
35619561 35619583 6.56
35621748 35621755 6.01
35621818 35621850 8.31
35622086 35622126 7.55
35622972 35622996 7.12
35623309 35623319 7.37
35624462 35624466 5.75
35626282 35626294 7.79
35627246 35627266 7.11
35629308 35629321 6.67
35629727 35629755 6.27
35631919 35631968 7.47
35632073 35632079 5.27
35633775 35633824 6.56
35634179 35634195 5.08
35635317 35635334 6.81
35637586 35637595 6.58
35637994 35638002 5.84
35638553 35638558 6.44
35638703 35638726 8.39
35639068 35639075 5.05
35640510 35640514 5.70
35640759 35640760 5.39
35641111 35641136 10.77
35641536 35641559 10.33
35642232 35642234 5.17
35642714 35642723 5.49
35642762 35642783 5.87
35643017 35643029 5.88
35643111 35643112 9.30
35644547 35644559 5.88
35644879 35644909 5.88
35645163 35645181 7.50
35648885 35648927 5.16
35649513 35649518 5.53
35649682 35649733 5.12
35649862 35649874 5.88
35652059 35652066 5.01
35652146 35652188 8.07
35652837 35652869 6.36
35654264 35654274 6.31
35654440 35654460 6.07
35656202 35656238 11.30
35656472 35656501 7.01
35657285 35657287 5.17
35658069 35658101 5.40
35659081 35659091 5.37
35662534 35662548 5.50
35664562 35664564 5.17
35665406 35665413 7.01
35666592 35666629 5.33
35666896 35666897 5.39
35668836 35668860 7.08
35669592 35669593 5.39
35669670 35669709 6.85
35669998 35670067 7.07
35670575 35670591 6.98
35671180 35671271 6.06
35673527 35673534 5.05
35677762 35677766 5.70
35678562 35678569 5.01
35679719 35679730 5.14
35680037 35680038 5.39
35681198 35681241 5.90
35685865 35685875 5.36
35687081 35687185 8.99
35687540 35687556 6.93
35688806 35688837 5.70
35689920 35689977 7.69
35691378 35691393 5.28
35691641 35691686 7.48
35693976 35693994 6.51
35694443 35694458 7.20
35694734 35694757 5.42
35695678 35695760 6.18
35695946 35696004 5.57
35697527 35697567 5.63
35698209 35698233 5.12
35698694 35698760 9.58
35698806 35698811 9.39
35699303 35699308 6.49
35699858 35699891 5.24
35700910 35700920 7.32
35701866 35701892 8.69
35702879 35702885 5.27
35704033 35704041 5.79
35706015 35706121 11.50
35710714 35710719 7.39
35711104 35711107 5.91
35712595 35712596 5.39
35712678 35712679 5.39
35714382 35714389 6.05
35716942 35716956 5.37
35717339 35717370 7.62
35717791 35717814 5.42
35718227 35718251 6.17
35718579 35718605 7.69
35719079 35719132 6.66
35720463 35720465 5.17
35721221 35721240 8.28
35721313 35721325 6.84
35723261 35723286 9.91
35723596 35723598 5.17
35725386 35725396 6.36
35726514 35726530 5.08
35727155 35727221 8.72
35727318 35727431 12.14
35728230 35728280 9.30
35729421 35729435 5.42
35729630 35729635 5.48
35730376 35730400 5.27
35730866 35730902 10.41
35732100 35732131 7.53
35732631 35732656 6.95
35732960 35733025 5.06
35733160 35733193 5.14
35734437 35734452 8.15
35737261 35737287 5.69
35738428 35738434 6.27
35739125 35739181 5.87
35739796 35739798 5.17
35739983 35740000 5.76
35740299 35740348 6.65
35740838 35740840 5.17
35741162 35741202 6.53
35741526 35741534 5.79
35741619 35741622 5.96
35744632 35744655 5.39
35745690 35745693 5.91
35747210 35747215 5.48
35747703 35747719 5.02
35749395 35749405 8.27
35750040 35750087 5.08
35750426 35750436 5.36
35751313 35751359 7.20
35752651 35752652 5.39
35757764 35757765 6.39
35759195 35759204 8.49
35761152 35761160 5.79
35763175 35763206 6.61
35763722 35763778 9.87
35764547 35764565 5.59
35765803 35765812 5.57
35767248 35767273 5.91
35768448 35768453 5.48
35768576 35768591 6.30
35768667 35768675 5.79
35769076 35769102 5.78
35769318 35769329 5.11
35770120 35770126 7.23
35770638 35770648 6.36
35772734 35772794 11.96
35773544 35773551 7.97
35774012 35774017 5.48
35778903 35778912 7.53
35779887 35779952 6.02
35781567 35781573 5.28
35782724 35782735 11.97
35784552 35784560 6.79
35786092 35786100 6.75
35786546 35786627 5.40
35787690 35787724 5.02
35788385 35788389 5.75
35788613 35788655 6.20
35789133 35789154 5.90
35789612 35789639 5.51
35790717 35790722 6.49
35791290 35791308 5.51
35791556 35791587 5.57
35792195 35792238 5.85
35793073 35793134 5.79
35794438 35794453 6.24
35797219 35797220 5.39
35797943 35797950 6.01
35798135 35798140 5.48
35799391 35799415 5.27
35800698 35800710 5.88
35802691 35802701 7.27
35805629 35805650 5.85
35806010 35806015 5.48
35806085 35806098 6.62
35806602 35806645 5.95
35806770 35806834 5.23
35807904 35807982 5.23
35808463 35808481 7.46
35809083 35809090 5.05
35809894 35809900 6.22
35811783 35811788 5.48
35812982 35812986 5.70
35814064 35814080 5.98
35815956 35815971 7.15
35816783 35816797 6.50
35818545 35818569 5.27
35819120 35819125 6.49
35819214 35819255 8.33
35819828 35819831 5.91
35821335 35821346 5.14
35821420 35821443 5.39
35822059 35822076 7.72
35822518 35822528 7.32
35822621 35822659 5.07
35823067 35823069 5.17
35824490 35824496 5.27
35824549 35824558 9.45
35827284 35827463 5.38
35827523 35827530 6.05
35827616 35827628 6.89
35828170 35828185 6.29
35828554 35828591 5.32
35829264 35829341 5.39
35830193 35830204 6.15
35831633 35831638 6.50
35832461 35832486 5.96
35832804 35832907 6.39
35833911 35833912 5.39
35834216 35834254 6.98
35834860 35834906 7.15
35835812 35835819 5.05
35836617 35836619 5.17
35837221 35837246 8.91
35837412 35837413 5.39
35840503 35840524 5.77
35840959 35840983 7.12
35841037 35841076 5.84
35843219 35843295 9.56
35843519 35843555 6.54
35844562 35844575 5.67
35845443 35845453 5.37
35845736 35845756 5.08
35847653 35847655 6.13
35847881 35847893 5.93
35850090 35850130 5.54
35850492 35850530 6.01
35852026 35852046 7.11
35856398 35856428 7.75
35857737 35857746 5.57
35857979 35858040 5.84
35859202 35859244 5.21
35859329 35859370 6.32
35859839 35859878 10.62
35861183 35861209 5.73
35862310 35862320 5.36
35863952 35863954 6.13
35867072 35867077 6.49
35867509 35867517 6.75
35868430 35868441 8.01
35870417 35870427 7.32
35870678 35870679 5.39
35871211 35871254 7.86
35871477 35871483 5.27
35873706 35873756 5.42
35874332 35874337 5.49
35874479 35874520 5.37
35874660 35874670 5.36
35875155 35875164 5.57
35877725 35877726 5.39
35879266 35879290 5.25
35879361 35879378 5.76
35881906 35881908 5.17
35881979 35882019 8.60
35882453 35882462 5.57
35882794 35882805 5.11
35883978 35883980 5.17
35885366 35885383 5.76
35886434 35886436 5.17
35888034 35888045 5.11
35888567 35888572 5.48
35890869 35890880 5.19
35894693 35894734 6.37
35895960 35895969 6.53
35896065 35896093 7.22
35897026 35897131 8.81
35897600 35897620 5.08
35898266 35898365 11.17
35899657 35899727 9.67
35900056 35900079 5.39
35900159 35900177 5.56
35901010 35901024 5.46
35901790 35901802 5.88
35903358 35903371 6.62
35903796 35903799 6.92
35904318 35904325 5.06
35905337 35905338 6.39
35905421 35905426 5.48
35905762 35905777 8.15
35906083 35906119 6.45
35906918 35906919 5.39
35907365 35907370 5.48
35907614 35907621 7.01
35908023 35908025 5.17
35909325 35909335 6.33
35911516 35911573 6.79
35911848 35911863 5.20
35913614 35913638 5.25
35913989 35914024 5.71
35915220 35915249 6.00
35915318 35915322 7.66
35915688 35915717 6.09
35915814 35915867 5.80
35916193 35916199 5.27
35918659 35918724 5.88
35921265 35921296 9.48
35923614 35923649 5.66
35925121 35925132 5.19
35926854 35926899 6.41
35927655 35927664 9.48
35927886 35927896 5.36
35928416 35928426 7.27
35928683 35928703 5.13
35928974 35928981 5.05
35929271 35929291 5.13
35930602 35930620 6.50
35930834 35930848 6.46
35931161 35931228 5.55
35932072 35932098 6.79
35932569 35932574 5.48
35934789 35934798 7.53
35935300 35935369 7.11
35936410 35936418 5.79
35936512 35936585 5.21
35938413 35938417 5.75
35938650 35938652 6.18
35938713 35938748 5.86
35939080 35939107 5.48
35939334 35939370 5.48
35940335 35940342 6.01
35940919 35940926 6.05
35944250 35944262 6.84
35945743 35945782 7.85
35947689 35947740 5.13
35948901 35948912 6.10
35949969 35950044 8.64
35950431 35950493 5.62
35950885 35950896 5.14
35951220 35951288 6.23
35952827 35952852 7.00
35953212 35953218 6.27
35954661 35954670 8.49
35960553 35960555 5.17
35961059 35961060 5.39
35962347 35962387 6.58
35963293 35963326 8.09
35963554 35963589 8.62
35965638 35965657 9.30
35966241 35966263 5.64
35968021 35968056 8.62
35968780 35968783 5.91
35969383 35969385 5.17
35971964 35971973 5.57
35973586 35973610 7.12
35975577 35975588 9.06
35977917 35977919 5.17
35978086 35978096 5.32
35979281 35979283 5.17
35979945 35979963 5.54
35980951 35980954 5.96
35982364 35982384 5.08
35983142 35983189 7.03
35988243 35988299 7.95
35990456 35990464 6.75
35990652 35990658 5.27
35991531 35991562 7.57
35991922 35991945 5.43
35992205 35992233 5.31
35993975 35994010 6.70
35994379 35994397 5.60
35995429 35995460 8.49
35995548 35995551 5.96
35995996 35996005 5.59
35996178 35996204 8.69
35997720 35997730 6.36
35998824 35998860 5.58
35999506 35999511 5.48
35999805 35999818 5.72
36000174 36000177 6.87
36002502 36002517 5.25
36002691 36002703 5.93
36005250 36005260 5.42
36005943 36005950 6.02
36006277 36006288 5.14
36006739 36006783 6.69
36009049 36009065 5.98
36013706 36013741 5.70
36013812 36013823 7.05
36016480 36016541 6.93
36017246 36017259 5.67
36017784 36017786 5.17
36019227 36019264 6.29
36019582 36019617 6.72
36020806 36020849 10.71
36026310 36026325 5.25
36026350 36026522 13.71
36027826 36027837 6.10
36027906 36027929 10.20
36028003 36028006 5.91
36028433 36028447 5.45
36033773 36033803 7.78
36033905 36033916 5.15
36034144 36034145 6.39
36034436 36034455 5.33
36034794 36034826 5.49
36035467 36035497 5.87
36036072 36036114 5.24
36040047 36040095 5.82
36040757 36040807 6.34
36041046 36041080 8.93
36042412 36042431 7.30
36044184 36044186 6.13
36045091 36045168 7.25
36045561 36045565 6.70
36046979 36046995 5.02
36047807 36047844 5.28
36050005 36050096 9.05
36050978 36050984 7.23
36052042 36052069 5.51
36053928 36053970 5.21
36054663 36054668 5.48
36054762 36054763 5.39
36055817 36055868 7.08
36056765 36056771 6.22
36058053 36058101 9.78
36058505 36058542 8.28
36060603 36060618 7.20
36060824 36060896 7.29
36061397 36061429 5.44
36065716 36065735 5.29
36066010 36066023 5.68
36066994 36067022 5.35
36067390 36067461 7.54
36067536 36067587 5.12
36067724 36067735 5.11
36067775 36067791 5.98
36068237 36068238 5.39
36070045 36070047 5.17
36070816 36070841 5.99
36072071 36072073 5.17
36073303 36073315 6.89
36073596 36073611 5.24
36075965 36075970 5.48
36076075 36076081 5.27
36077332 36077357 5.05
36078582 36078595 5.63
36080631 36080695 8.11
36084235 36084236 5.39
36084884 36084887 5.91
36084923 36084939 5.03
36085196 36085213 5.81
36086320 36086365 8.42
36087042 36087047 7.49
36087167 36087209 5.06
36088455 36088464 5.62
36089094 36089135 6.45
36089179 36089251 7.19
36089375 36089396 5.90
36089838 36089845 6.05
36090113 36090114 5.39
36091001 36091024 9.29
36091550 36091556 5.27
36092117 36092132 7.20
36092776 36092803 5.48
36092955 36092994 5.84
36094199 36094234 10.66
36094331 36094338 5.10
36094439 36094445 5.27
36094582 36094589 7.01
36095883 36095897 7.33
36098914 36098930 5.03
36100946 36100956 6.31
36102047 36102077 8.79
36103339 36103376 5.38
36108041 36108131 6.27
36109368 36109371 5.91
36110708 36110723 8.15
36112963 36112964 5.39
36113050 36113057 6.01
36113115 36113125 6.31
36113176 36113186 6.31
36113427 36113477 6.25
36114020 36114025 6.49
36115447 36115490 5.90
36115811 36115830 6.28
36117429 36117444 9.11
36117916 36117933 6.76
36118316 36118345 5.13
36119547 36119570 6.38
36120487 36120520 5.18
36123542 36123582 6.55
36124356 36124367 5.15
36126359 36126387 6.32
36127629 36127662 7.05
36127856 36127883 9.34
36129089 36129118 6.09
36129881 36129887 5.27
36130832 36130842 5.36
36132281 36132297 5.08
36132476 36132486 5.36
36134132 36134133 5.39
36136316 36136343 7.51
36136743 36136744 5.39
36136797 36136805 5.79
36137531 36137539 5.80
36138076 36138105 6.09
36139215 36139244 6.10
36139746 36139806 7.95
36140079 36140089 5.41
36140484 36140534 6.29
36140745 36140752 5.05
36140959 36140978 5.33
36141742 36141747 6.44
36142240 36142251 5.14
36142474 36142494 5.03
36143673 36143738 5.98
36143847 36143875 7.26
36144703 36144741 5.15
36149695 36149702 6.01
36150032 36150064 6.35
36150300 36150302 6.13
36150732 36150743 6.15
36152830 36152866 5.50
36152943 36152987 5.68
36153142 36153147 5.48
36153549 36153613 5.29
36154291 36154307 9.88
36155293 36155300 5.06
36155977 36155998 9.74
36156374 36156379 5.48
36157041 36157049 5.84
36158114 36158116 5.17
36160380 36160381 9.30
36162009 36162015 6.22
36162530 36162547 6.73
36162658 36162696 5.07
36163502 36163520 7.50
36165146 36165189 12.76
36165260 36165400 10.03
36165758 36165780 5.69
36166381 36166455 8.81
36166819 36166870 5.08
36167196 36167295 13.06
36167349 36167353 5.70
36167490 36167501 5.11
36167673 36167682 5.57
36168210 36168211 5.39
36168959 36169026 7.40
36170103 36170114 5.14
36170671 36170749 5.09
36171165 36171179 5.46
36171211 36171222 6.10
36172192 36172194 5.17
36172235 36172241 6.22
36175233 36175269 7.46
36176409 36176442 5.14
36178008 36178019 7.10
36178839 36178867 6.30
36180265 36180273 5.79
36180423 36180427 5.70
36180869 36180891 5.69
36180962 36181071 6.03
36181945 36181979 6.98
36185070 36185105 7.72
36185392 36185395 5.91
36185584 36185588 5.70
36187127 36187129 5.17
36187877 36187891 7.41
36188287 36188296 6.58
36188505 36188510 5.48
36189210 36189264 5.47
36190000 36190008 5.79
36191354 36191364 5.41
36194851 36194883 5.45
36195466 36195571 8.05
36197379 36197393 7.41
36197710 36197725 5.25
36199098 36199108 8.32
36200215 36200245 7.78
36200434 36200454 5.11
36202212 36202248 5.40
36202728 36202729 5.39
36203198 36203231 5.18
36203623 36203627 5.70
36203765 36203766 5.39
36203875 36203928 5.69
36207382 36207397 5.15
36207910 36207923 5.67
36208435 36208437 5.17
36211780 36211811 7.57
36214955 36214956 5.39
36217936 36217948 7.89
36218005 36218008 5.96
36218750 36218760 5.36
36219195 36219199 5.70
36219684 36219686 5.17
36219737 36219749 5.94
36221435 36221447 6.89
36224243 36224248 5.48
36227167 36227174 5.05
36230624 36230695 8.51
36231970 36232008 6.11
36232525 36232575 7.24
36232742 36232759 6.76
36233746 36233765 5.33
36234083 36234097 5.42
36234298 36234336 5.10
36234697 36234720 5.42
36235426 36235441 5.25
36235881 36235883 6.13
36237237 36237253 5.03
36239254 36239267 5.72
36239922 36239947 6.82
36240353 36240370 5.76
36241065 36241080 5.20
36241727 36241787 5.05
36242673 36242724 7.09
36242787 36242811 6.22
36243912 36243924 5.93
36243975 36244016 7.32
36244367 36244376 5.57
36246876 36246928 6.90
36249402 36249418 6.06
36249540 36249546 6.22
36250745 36250798 8.56
36251652 36251667 7.20
36251881 36251896 7.15
36252737 36252761 5.12
36252804 36252860 6.95
36252971 36253002 5.72
36254141 36254161 5.08
36254274 36254295 5.91
36256408 36256430 6.59
36259544 36259628 6.66
36259771 36259800 7.95
36260147 36260151 5.70
36261527 36261532 5.48
36262196 36262210 6.46
36262290 36262303 5.67
36263359 36263373 6.41
36264604 36264648 8.59
36264905 36264929 7.17
36265654 36265671 6.73
36265719 36265755 5.55
36269079 36269101 5.65
36270231 36270242 5.15
36270687 36270699 5.88
36270801 36270806 5.53
36271499 36271514 7.21
36271992 36272006 7.41
36273817 36273868 7.17
36276176 36276177 5.39
36277139 36277140 5.39
36277702 36277713 5.11
36277772 36277786 5.45
36277925 36277960 7.71
36279036 36279100 6.28
36280810 36280850 5.63
36281323 36281366 5.03
36281831 36281852 6.87
36283037 36283040 5.91
36283242 36283278 10.40
36283335 36283337 5.17
36284144 36284209 6.03
36284742 36284790 5.73
36285470 36285498 7.22
36285874 36285875 5.39
36287696 36287697 5.39
36287740 36287744 5.70
36290552 36290557 5.48
36291398 36291424 9.60
36292492 36292518 8.60
36292575 36292611 14.22
36293360 36293376 5.99
36293737 36293741 5.70
36294414 36294431 7.77
36294617 36294678 5.84
36298747 36298777 5.92
36298835 36298847 5.85
36299100 36299119 5.34
36299289 36299333 5.82
36300400 36300486 8.29
36300700 36300766 8.81
36302461 36302479 6.55
36307099 36307108 5.57
36307162 36307174 6.89
36307839 36307856 7.77
36309662 36309700 9.88
36309926 36309942 6.94
36310849 36310890 6.38
36314760 36314798 6.01
36315175 36315199 5.22
36315333 36315373 5.58
36316096 36316126 8.74
36316534 36316535 5.39
36316780 36316782 5.17
36317495 36317554 6.31
36318685 36318691 5.27
36319671 36319682 7.15
36322463 36322464 5.39
36322812 36322819 5.01
36322904 36322917 6.59
36323670 36323705 6.70
36323890 36323893 5.91
36324109 36324153 5.68
36324366 36324384 5.54
36326625 36326631 6.22
36326908 36326933 5.00
36327810 36327844 6.01
36328083 36328115 5.45
36328858 36328939 6.44
36330901 36330912 6.10
36332884 36332889 5.48
36334363 36334423 5.22
36335230 36335237 7.97
36335351 36335405 6.39
36335576 36335578 5.17
36336335 36336336 5.39
36336627 36336628 5.39
36337078 36337079 5.39
36337358 36337365 6.01
36337803 36337808 5.48
36337871 36337902 6.61
36338244 36338263 5.33
36340007 36340031 7.17
36340182 36340236 7.35
36340904 36341026 9.97
36341950 36341952 6.13
36342965 36342971 5.31
36346127 36346132 6.44
36347707 36347799 10.61
36348121 36348123 6.13
36348310 36348312 5.17
36348558 36348559 5.39
36352634 36352680 7.21
36353198 36353269 6.55
36354773 36354837 6.23
36355181 36355196 5.24
36355796 36355799 5.91
36356097 36356115 5.56
36357393 36357394 5.39
36358042 36358085 5.93
36358852 36358876 5.12
36359001 36359034 7.20
36359337 36359360 6.38
36359434 36359442 6.75
36359547 36359552 5.48
36360445 36360501 5.01
36360538 36360558 7.07
36361868 36361870 5.17
36362144 36362197 6.69
36365344 36365363 5.24
36365820 36365872 6.82
36369168 36369175 6.96
36369416 36369459 5.93
36369690 36369703 7.63
36370561 36370566 5.48
36371044 36371173 6.69
36372647 36372656 5.57
36374698 36374740 5.16
36374898 36374919 6.77
36375305 36375350 7.45
36380001 36380033 6.40
36380161 36380202 5.33
36380368 36380373 6.49
36381115 36381125 7.32
36381966 36382066 6.16
36384291 36384297 5.27
36385259 36385302 7.94
36386184 36386197 5.72
36387541 36387579 5.02
36387762 36387772 8.23
36388784 36388793 5.57
36389181 36389186 5.48
36389824 36389826 5.17
36389927 36389937 7.27
36391621 36391629 5.84
36393293 36393313 5.13
36394744 36394751 5.05
36395935 36395941 7.18
36396998 36397029 6.67
36398095 36398102 5.06
36398729 36398753 6.13
36399202 36399207 5.48
36402597 36402647 7.29
36404406 36404418 6.84
36404499 36404501 5.17
36404909 36404937 9.17
36405786 36405787 5.39
36406188 36406222 5.02
36406708 36406711 5.91
36408063 36408064 5.39
36408245 36408250 5.48
36410256 36410317 5.92
36411127 36411145 6.50
36412332 36412333 5.39
36412435 36412450 6.19
36413618 36413647 7.06
36414996 36415044 7.77
36415244 36415278 7.83
36415735 36415739 6.65
36415828 36415839 9.06
36416388 36416402 7.41
36417402 36417416 6.41
36420309 36420313 5.70
36420472 36420497 6.01
36421033 36421044 6.15
36421974 36422004 6.92
36423676 36423685 5.57
36425062 36425065 5.96
36425446 36425459 5.67
36425963 36425985 5.70
36426148 36426195 5.04
36426808 36426893 5.53
36427085 36427125 6.58
36427766 36427804 7.97
36427905 36427913 5.79
36428029 36428032 5.91
36428235 36428353 6.16
36429634 36429690 6.92
36429997 36429998 5.39
36430987 36431046 5.39
36435090 36435115 6.04
36435472 36435485 5.72
36435759 36435823 5.14
36436021 36436041 5.13
36436537 36436574 8.18
36436864 36436907 8.80
36437895 36437943 7.64
36438509 36438518 5.57
36439876 36439892 5.02
36440137 36440149 5.94
36441405 36441452 5.99
36442749 36442765 5.02
36444074 36444076 5.17
36444324 36444358 7.83
36444851 36444858 5.06
36446141 36446161 6.12
36448045 36448085 5.59
36450618 36450636 5.59
36452724 36452749 5.00
36452992 36453026 5.93
36453124 36453173 6.55
36453543 36453561 6.55
36453714 36453751 6.32
36454907 36454920 5.67
36455088 36455094 5.27
36455327 36455333 6.22
36455480 36455486 5.27
36458396 36458410 6.46
36460881 36460891 7.32
36462073 36462125 6.91
36462766 36462799 6.13
36464305 36464312 6.05
36464403 36464429 5.73
36464733 36464814 9.29
36465504 36465510 5.27
36465592 36465608 6.94
36465804 36465829 5.96
36466029 36466031 5.17
36466716 36466724 6.79
36467088 36467094 5.27
36467507 36467514 5.05
36468190 36468205 5.28
36470957 36470995 7.89
36471578 36471601 5.42
36471981 36471983 5.17
36472059 36472075 6.02
36472573 36472629 9.82
36473345 36473363 5.54
36473553 36473630 6.21
36473745 36473779 9.93
36475538 36475568 6.79
36477557 36477571 5.37
36479820 36479849 8.95
36480327 36480366 5.88
36483373 36483378 6.44
36483488 36483492 5.70
36484248 36484294 8.20
36484404 36484410 5.27
36484611 36484652 10.29
36485275 36485285 5.36
36486068 36486127 7.35
36486922 36486940 7.42
36487129 36487149 6.08
36487604 36487698 5.41
36487871 36487915 5.63
36487956 36487966 5.37
36490782 36490811 5.10
36493680 36493682 5.17
36493851 36493873 7.55
36496691 36496697 6.22
36498577 36498668 9.06
36504235 36504313 5.14
36504681 36504683 5.17
36505063 36505101 5.02
36505801 36505816 5.25
36507565 36507603 7.01
36509832 36509833 5.39
36510875 36510916 5.41
36513623 36513633 5.36
36515710 36515732 5.70
36515877 36515914 5.27
36516472 36516534 5.58
36519069 36519080 6.10
36520921 36520960 10.77
36521095 36521118 5.47
36522272 36522281 7.53
36522663 36522681 6.50
36522756 36522795 6.81
36524189 36524206 5.77
36525142 36525153 5.14
36525795 36525814 5.34
36526513 36526518 5.48
36527067 36527079 5.85
36528451 36528453 6.13
36528690 36528696 5.27
36530662 36530756 8.36
36532583 36532592 5.59
36533070 36533098 5.31
36533297 36533301 5.70
36533998 36534007 5.57
36534176 36534178 5.17
36534385 36534427 5.11
36534495 36534550 6.25
36535260 36535275 7.15
36535879 36535889 5.36
36536750 36536757 6.05
36538142 36538161 6.25
36539223 36539268 5.47
36539966 36539967 5.39
36540458 36540471 5.63
36540679 36540770 8.15
36541138 36541145 6.01
36541600 36541603 5.91
36543374 36543438 8.06
36546127 36546131 5.70
36546274 36546275 5.39
36546874 36546888 5.42
36547723 36547742 6.33
36548170 36548222 5.95
36548585 36548586 5.39
36549248 36549263 5.20
36549673 36549685 6.89
36549894 36549915 8.82
36550337 36550344 5.05
36550637 36550720 7.83
36551087 36551107 5.08
36551336 36551361 7.00
36551489 36551491 5.17
36552376 36552427 8.12
36553367 36553375 7.81
36553920 36553940 5.13
36555186 36555198 5.93
36555626 36555637 6.10
36555858 36555867 6.58
36556027 36556051 5.21
36556128 36556139 6.10
36556713 36556715 6.13
36557626 36557629 5.91
36559115 36559117 5.17
36560440 36560485 5.42
36561468 36561498 5.88
36564840 36564856 5.98
36565532 36565544 5.88
36565651 36565653 6.13
36566623 36566647 5.17
36566734 36566736 7.13
36567902 36567910 6.75
36569474 36569476 5.17
36570157 36570177 7.17
36571125 36571168 7.99
36572538 36572606 14.01
36573709 36573730 5.90
36575067 36575121 5.49
36575824 36575830 6.22
36576296 36576314 5.59
36578326 36578342 5.02
36579411 36579522 8.60
36580060 36580087 5.53
36580919 36580948 6.00
36582578 36582649 5.63
36584909 36584919 5.36
36585627 36585674 5.08
36587998 36588010 6.85
36588443 36588507 7.10
36589754 36589809 6.18
36590545 36590589 6.72
36591521 36591523 5.17
36591685 36591710 8.91
36593795 36593806 6.06
36597685 36597748 5.41
36598600 36598606 5.31
36599257 36599263 6.22
36599835 36599855 5.08
36600299 36600301 5.17
36600339 36600352 5.67
36600930 36600938 7.75
36601337 36601360 5.43
36601576 36601595 7.29
36601841 36601843 5.17
36602131 36602132 5.39
36602606 36602649 5.90
36603644 36603705 6.79
36607002 36607004 5.17
36607245 36607263 5.54
36607705 36607707 6.13
36609773 36609810 5.37
36611950 36611972 6.59
36613307 36613318 5.14
36614517 36614562 5.55
36615297 36615308 5.14
36616432 36616448 5.02
36621074 36621080 6.22
36621368 36621394 5.74
36622244 36622269 7.00
36622569 36622573 5.70
36623029 36623038 7.49
36623226 36623247 6.86
36623844 36623862 7.55
36624148 36624197 6.60
36624411 36624435 5.31
36626615 36626641 5.74
36627677 36627699 7.55
36628843 36628844 5.39
36629793 36629805 5.85
36632898 36632916 5.59
36633960 36633978 5.59
36634252 36634273 9.77
36635171 36635179 6.75
36635455 36635463 6.79
36637717 36637742 5.00
36638969 36638977 5.79
36641915 36641956 5.33
36642582 36642602 5.03
36643147 36643160 5.72
36643283 36643295 5.88
36644397 36644404 7.06
36644641 36644666 7.99
36645234 36645237 5.96
36650063 36650086 7.42
36650480 36650482 5.17
36651327 36651358 5.57
36651809 36651841 5.48
36652669 36652675 6.27
36653396 36653420 6.27
36654414 36654433 7.34
36655106 36655126 6.07
36655877 36655889 6.89
36656113 36656115 5.17
36656337 36656341 5.70
36658126 36658145 5.33
36658394 36658400 8.18
36661132 36661152 7.04
36661585 36661612 5.51
36662267 36662307 5.63
36662951 36662956 6.44
36663427 36663448 7.81
36663705 36663833 8.95
36664875 36664897 5.65
36665400 36665404 5.70
36665572 36665574 5.17
36665975 36666010 6.70
36666834 36666844 7.27
36667958 36667964 5.28
36668902 36668925 6.39
36669012 36669034 5.60
36669656 36669659 6.92
36670585 36670606 5.85
