Segment Histogram:
60098665 60098696 6.58
60099499 60099514 6.24
60100982 60101007 5.00
60101267 60101308 7.24
60101688 60101806 14.76
60102002 60102009 5.05
60104781 60104818 5.28
60104872 60104944 8.34
60105266 60105375 9.00
60105482 60105558 11.37
60105620 60105691 5.59
60107386 60107395 5.63
60107624 60107664 7.49
60108627 60108630 5.91
60109356 60109378 6.59
60110739 60110773 7.79
60110935 60111003 8.28
60112665 60112674 5.57
60114905 60114947 7.07
60116365 60116391 8.66
60117005 60117062 5.83
60117690 60117712 6.51
60117802 60117852 10.22
60118476 60118501 5.96
60118937 60118961 5.17
60119033 60119065 5.40
60119157 60119161 5.70
60119477 60119501 7.17
60119904 60119937 5.14
60123223 60123251 5.36
60124368 60124411 5.95
60126609 60126626 6.73
60127850 60127870 7.07
60128368 60128379 6.10
60128834 60128871 7.18
60129673 60129680 5.06
60132307 60132310 5.91
60133788 60133802 7.46
60135397 60135421 10.00
60135913 60135930 7.72
60136501 60136550 5.46
60138196 60138203 5.06
60138248 60138316 7.29
60138378 60138502 9.59
60139317 60139364 5.04
60139400 60139407 7.97
60139581 60139587 5.27
60141209 60141285 6.47
60142900 60142927 5.48
60143880 60143913 7.05
60144046 60144094 6.78
60145416 60145432 7.04
60145843 60145866 5.43
60147937 60147957 5.08
60149146 60149160 8.43
60151476 60151517 5.42
60153305 60153405 8.99
60155339 60155377 5.07
60155418 60155446 5.31
60156725 60156748 5.39
60160593 60160597 5.70
60161077 60161114 5.23
60161282 60161303 5.85
60162752 60162765 7.63
60164766 60164779 5.68
60165638 60165648 7.32
60165852 60165895 5.93
60165987 60166036 10.46
60169140 60169156 6.02
60169441 60169446 6.44
60170495 60170498 6.87
60170981 60170990 7.49
60174075 60174111 5.40
60174418 60174441 5.47
60174839 60174856 8.77
60175516 60175527 6.11
60176654 60176670 5.07
60177078 60177096 5.54
60178040 60178096 6.05
60178463 60178482 6.28
60181203 60181261 5.58
60181352 60181402 7.16
60182079 60182110 5.62
60183353 60183397 8.50
60183508 60183510 5.17
60184583 60184597 6.32
60185015 60185047 5.31
60185350 60185455 7.81
60185619 60185662 6.89
60187106 60187128 6.65
60187575 60187583 5.84
60188303 60188339 5.45
60189015 60189036 6.81
60189876 60189895 8.16
60192084 60192141 6.61
60192554 60192630 5.47
60196891 60196903 6.85
60198314 60198344 7.78
60198727 60198728 5.39
60201325 60201341 5.98
60201956 60202000 7.58
60202349 60202389 7.59
60202507 60202540 6.19
60203579 60203580 6.39
60203880 60203940 7.11
60204399 60204429 5.79
60204926 60204936 5.41
60205774 60205836 7.62
60205882 60205928 5.20
60206006 60206031 5.00
60206201 60206212 7.05
60206803 60206822 5.29
60207424 60207448 5.22
60209221 60209269 11.64
60210876 60210882 6.22
60211290 60211293 5.91
60213250 60213270 7.99
60215258 60215270 6.84
60217249 60217270 5.85
60217402 60217443 5.41
60218741 60218781 5.59
60218904 60218912 5.79
60219897 60219990 5.63
60221469 60221484 6.19
60221540 60221586 8.20
60225387 60225493 5.79
60227441 60227450 5.57
60227713 60227739 5.69
60228120 60228178 6.53
60228572 60228617 5.47
60234648 60234660 6.84
60234699 60234712 8.53
60238303 60238305 5.17
60239414 60239424 6.41
60239591 60239600 6.53
60240413 60240439 6.73
60241078 60241125 8.85
60245350 60245363 6.62
60245951 60245964 8.68
60248153 60248154 5.39
60251191 60251195 5.70
60251509 60251569 5.20
60253163 60253241 11.90
60253995 60254024 5.10
60254691 60254781 5.46
60255464 60255543 7.74
60256639 60256675 5.50
60257110 60257116 7.18
60257430 60257467 6.19
60258897 60258945 6.77
60259775 60259831 6.87
60262947 60262948 5.39
60264027 60264036 6.53
60264111 60264163 7.78
60264210 60264270 5.10
60266941 60267022 5.40
60268537 60268555 5.51
60271403 60271409 7.23
60271632 60271645 6.67
60272419 60272422 6.87
60272687 60272735 7.74
60273976 60273978 5.17
60274063 60274078 5.20
60275271 60275307 5.55
60276874 60276888 7.41
60278973 60279033 8.06
60280475 60280499 12.04
60280854 60280888 7.79
60283576 60283600 6.27
60284786 60284791 5.48
60286490 60286510 5.13
60286672 60286683 9.01
60287023 60287058 5.80
60287276 60287295 6.28
60289513 60289546 7.14
60291166 60291197 5.62
60291314 60291366 6.78
60292202 60292249 5.04
60296204 60296215 5.15
60302729 60302771 6.11
60302918 60302937 8.20
60303363 60303378 6.19
60304099 60304122 6.43
60304799 60304801 5.17
60310383 60310393 6.37
60312874 60312915 6.40
60313100 60313127 8.39
60313850 60313861 6.16
60314077 60314109 5.36
60314500 60314520 5.11
60316100 60316201 10.69
60320238 60320243 6.44
60320472 60320478 5.28
60321293 60321298 5.48
60321414 60321422 6.79
60324953 60324968 5.20
60325333 60325339 7.23
60325593 60325612 5.34
60327928 60327992 9.11
60332132 60332184 5.01
60334696 60334698 5.17
60334910 60334924 9.36
60335018 60335080 5.62
60335293 60335349 6.00
60335491 60335541 8.12
60336255 60336426 6.10
60337069 60337076 6.01
60337171 60337204 6.14
60337597 60337618 6.86
60339691 60339727 6.40
60341054 60341126 5.51
60342051 60342062 6.16
60342999 60343020 5.85
60343565 60343593 7.22
60345240 60345268 6.32
60345707 60345764 6.74
60346251 60346252 5.39
60346657 60346689 5.40
60349251 60349272 7.85
60350923 60350985 6.66
60356143 60356189 6.16
60359607 60359627 5.11
60360828 60360892 11.20
60361885 60361897 6.89
60362003 60362063 9.02
60362162 60362277 6.76
60362553 60362559 5.28
60362810 60362828 5.59
60364711 60364738 7.43
60365231 60365283 5.87
60365808 60365836 6.27
60367838 60368047 9.56
60369168 60369194 5.79
60371872 60371918 5.35
60373266 60373314 5.78
60375051 60375099 9.73
60375568 60375601 5.09
60375958 60376014 6.01
60376237 60376248 5.15
60377119 60377288 10.39
60377769 60377816 8.99
60378490 60378530 10.45
60378883 60378939 6.06
60381906 60381974 7.33
60383571 60383578 6.01
60385925 60385948 8.34
60386845 60386852 6.05
60388966 60389118 7.37
60390270 60390272 5.17
60392031 60392045 5.42
60392766 60392777 8.11
60393310 60393356 5.20
60394470 60394495 5.96
60395136 60395201 6.94
60395297 60395366 6.02
60396585 60396592 5.05
60400938 60400944 5.27
60405343 60405388 6.37
60405721 60405769 7.77
60406040 60406087 11.94
60406414 60406458 5.63
60406743 60406761 26.00
60408567 60408578 5.20
60410086 60410113 6.48
60410214 60410256 6.16
60410309 60410359 5.39
60411279 60411330 7.12
60412696 60412725 7.04
60413968 60414008 6.59
60414101 60414106 6.49
60414634 60414659 5.96
60416643 60416689 5.35
60419105 60419139 5.96
60420032 60420048 5.08
60420991 60421016 6.05
60421185 60421226 8.24
60423354 60423534 7.97
60426183 60426216 5.19
60427250 60427320 6.81
60431632 60431844 15.65
60432977 60432992 7.15
60434340 60434342 5.17
60434657 60434672 5.25
60436416 60436431 5.25
60437749 60437777 5.31
60440399 60440415 5.02
60440619 60440626 6.96
60441219 60441235 5.98
60442091 60442106 6.19
60444884 60444902 7.55
60446189 60446196 7.97
60447820 60447830 7.32
60452638 60452662 7.21
60452806 60452810 5.70
60453370 60453423 5.60
60453520 60453527 6.01
60453719 60453770 5.08
60454848 60454894 5.25
60455303 60455322 5.33
60455361 60455409 7.82
60455906 60455914 5.79
60456115 60456158 6.85
60457658 60457732 5.14
60460782 60460805 5.39
60461373 60461424 8.99
60462120 60462144 5.22
60462632 60462634 5.17
60464418 60464445 6.53
60465516 60465522 6.22
60465667 60465748 8.46
60466998 60467022 6.22
60467684 60467713 11.93
60469963 60469990 5.48
60471313 60471358 5.52
60474097 60474125 5.36
60475763 60475764 5.39
60475894 60475934 5.59
60476108 60476242 5.53
60476328 60476366 5.07
60481519 60481575 6.92
60484115 60484187 7.34
60484782 60484854 7.39
60485227 60485250 5.39
60488909 60488988 9.69
60489636 60489666 5.88
60493534 60493543 6.54
60493795 60493819 6.13
60495310 60495332 7.60
60495450 60495508 10.38
60496123 60496124 5.39
60496418 60496435 10.64
60497921 60497922 5.39
60503457 60503486 7.01
60504064 60504077 6.62
60504244 60504284 5.59
60505612 60505627 5.25
60506961 60507005 6.64
60507137 60507156 5.39
60509313 60509329 5.02
60510219 60510234 6.20
60510765 60510772 7.97
60512144 60512184 10.41
60512303 60512323 5.17
60512413 60512420 6.01
60513954 60513964 5.41
60517256 60517282 6.73
60519015 60519089 5.90
60519647 60519660 5.63
60520273 60520281 5.75
60520460 60520484 5.17
60520673 60520679 5.27
60521442 60521443 5.39
60521865 60521867 7.13
60522655 60522684 7.06
60523253 60523280 7.49
60526691 60526734 5.80
60527019 60527045 5.74
60527173 60527186 5.68
60527651 60527658 5.05
60528920 60528926 5.23
60529170 60529177 5.01
60529536 60529587 5.08
60529646 60529719 6.26
60531593 60531642 5.56
60531775 60531806 5.52
60532001 60532041 5.58
60535107 60535143 6.50
60535762 60535765 5.91
60536299 60536304 6.49
60536415 60536445 5.82
60536977 60537015 6.93
60537091 60537130 6.67
60539092 60539094 6.13
60540050 60540062 5.88
60540362 60540382 6.08
60540989 60541059 10.71
60544096 60544105 6.58
60545577 60545591 6.47
60545656 60545827 8.15
60546600 60546603 6.87
60550280 60550295 5.20
60551466 60551473 6.05
60551789 60551801 6.84
60555078 60555105 5.43
60557577 60557588 5.14
60559986 60559993 5.05
60561355 60561411 9.93
60562245 60562301 5.05
60563092 60563148 5.91
60566412 60566435 7.33
60566701 60566760 5.36
60567095 60567142 6.94
60567673 60567682 5.62
60569007 60569049 5.06
60569128 60569265 10.59
60569318 60569385 6.59
60572532 60572573 5.37
60573878 60573907 5.05
60574008 60574067 5.35
60574650 60574664 6.41
60576562 60576572 6.31
60579182 60579240 9.49
60581498 60581517 6.30
60582572 60582605 5.14
60589194 60589228 6.92
60589598 60589613 6.20
60590848 60590881 6.14
60594506 60594552 5.25
60597982 60598000 5.51
60598399 60598403 5.70
60601457 60601472 6.19
60602259 60602269 5.32
60602383 60602410 8.43
60602826 60602867 5.37
60606918 60606929 6.10
60607916 60607958 5.11
60608824 60608870 5.30
60609252 60609269 6.72
60609931 60609933 5.17
60610143 60610151 7.70
60610943 60610968 5.00
60611218 60611281 7.36
60611404 60611434 9.83
60611922 60611947 6.01
60612020 60612070 5.34
60613086 60613126 6.55
60613999 60614139 10.97
60614194 60614205 7.11
60616983 60616992 6.53
60617427 60617467 9.55
60617552 60617590 5.02
60618750 60618787 10.14
60621748 60621809 5.87
60623658 60623662 12.52
60626423 60626426 5.91
60626483 60626490 5.05
60627821 60627858 5.27
60629613 60629743 10.26
60629848 60629863 5.20
60630390 60630441 5.13
60632463 60632536 8.13
60634321 60634330 6.53
60635183 60635203 5.11
60636053 60636105 10.70
60636677 60636703 7.61
60636835 60636849 5.46
60638789 60638793 6.65
60638907 60638945 7.92
60640333 60640344 7.05
60640437 60640522 9.26
60641780 60641808 5.30
60644486 60644530 6.64
60644628 60644665 5.23
60644798 60644859 5.84
60646819 60646830 5.06
60647119 60647213 7.41
60647398 60647429 8.52
60647676 60647685 5.57
60649631 60649655 5.12
60649748 60649806 5.71
60651552 60651577 5.95
60652298 60652312 7.41
60652420 60652421 5.39
60656838 60657006 7.80
60657737 60657754 11.63
60658011 60658021 8.29
60659893 60659962 7.03
60660353 60660404 5.18
60662190 60662214 6.08
60662711 60662756 7.56
60663461 60663468 6.96
60674474 60674524 5.34
60675981 60676007 8.61
60676083 60676110 6.43
60678381 60678446 6.02
60679573 60679577 5.70
60683714 60683751 10.19
60683918 60683928 6.36
60684728 60684751 6.39
60685416 60685421 5.48
60686166 60686168 5.17
60688249 60688310 6.83
60688525 60688547 7.55
60688923 60688976 6.51
60689052 60689092 5.64
60689815 60689830 5.25
60690010 60690025 6.16
60694055 60694057 5.17
60694344 60694398 5.44
60694717 60694760 6.89
60695154 60695171 5.77
60696356 60696357 5.39
60696638 60696658 6.03
60697863 60697891 6.22
60699155 60699169 7.41
60699821 60699840 6.33
60700585 60700586 5.39
60701931 60701944 6.71
60702172 60702232 6.09
60702300 60702324 6.08
60703023 60703093 6.86
60703228 60703251 6.39
60703606 60703671 7.92
60703748 60703771 5.47
60703902 60703920 5.60
60704569 60704591 5.70
60706344 60706438 6.50
60708533 60708549 5.03
60709462 60709463 6.39
60710326 60710355 6.05
60711364 60711381 5.77
60713491 60713558 5.50
60714067 60714150 6.83
60716288 60716312 5.22
60716603 60716613 5.37
60717153 60717163 5.32
60719125 60719166 5.47
60722617 60722634 5.86
60723353 60723397 6.72
60727424 60727433 7.49
60728864 60728883 6.30
60734127 60734146 5.34
60736653 60736654 5.39
60738838 60738853 9.16
60740207 60740212 6.44
60744190 60744214 6.17
60745192 60745227 10.62
60750458 60750514 5.01
60750597 60750651 8.45
60750840 60750874 6.88
60751302 60751307 5.48
60751362 60751367 5.48
60757426 60757456 6.88
60759419 60759433 5.45
60760557 60760583 5.73
60762608 60762636 5.36
60763153 60763168 6.20
60764660 60764711 8.04
60764935 60764966 5.57
60766389 60766432 7.86
60768561 60768629 6.23
60769043 60769048 5.48
60772356 60772366 5.41
60773050 60773097 11.86
60774537 60774557 5.08
60775723 60775729 5.23
60776849 60776926 5.25
60777351 60777423 14.25
60778782 60778806 6.08
60780534 60780536 5.17
60781295 60781343 9.73
60781428 60781491 10.22
60781588 60781600 5.93
60782241 60782250 6.59
60782345 60782356 8.16
60782892 60782904 5.88
60784498 60784510 6.90
60784551 60784618 7.54
60784665 60784679 5.51
60784861 60784866 6.49
60785447 60785506 9.19
60785929 60785951 5.65
60786009 60786078 5.98
60788384 60788411 6.43
60788508 60788518 5.37
60788854 60788870 7.94
60790772 60790792 6.12
60794391 60794471 7.61
60795106 60795140 6.98
60795466 60795472 6.27
60800356 60800369 5.67
60803170 60803204 5.83
60803907 60803924 5.72
60804150 60804167 7.73
60804312 60804349 5.28
60804520 60804531 6.10
60804842 60804849 5.01
60805150 60805155 6.44
60805592 60805623 7.53
60806749 60806774 5.00
60807131 60807200 7.03
60808388 60808393 12.31
60809289 60809356 6.55
60810435 60810444 5.57
60811387 60811419 5.44
60811495 60811514 5.39
60812342 60812383 5.42
60812699 60812733 6.87
60813515 60813544 5.05
60814823 60814872 6.56
60817537 60817595 5.43
60817842 60817896 6.39
60817988 60818038 5.33
60818833 60818846 7.58
60819871 60819924 6.61
60820199 60820227 5.31
60820469 60820473 6.70
60820998 60821000 5.17
60821408 60821439 5.62
60821711 60821725 7.38
60823732 60823758 9.69
60826591 60826593 5.17
60832099 60832118 6.34
60832387 60832415 5.31
60832742 60832753 5.14
60832984 60832993 8.49
60833430 60833453 6.43
60833523 60833543 5.03
60833837 60833870 7.05
60834224 60834238 6.41
60836172 60836187 5.28
60836458 60836514 5.96
60838511 60838536 5.00
60838692 60838770 5.95
60839517 60839537 6.08
60842459 60842470 5.11
60842603 60842612 5.54
60842760 60842780 5.98
60843253 60843258 5.48
60843334 60843359 5.96
60843660 60843712 5.92
60845441 60845474 5.24
60846048 60846072 5.17
60847371 60847391 11.89
60850537 60850549 5.88
60853002 60853035 7.14
60853888 60853893 5.48
60854549 60854560 5.15
60855498 60855500 6.13
60855669 60855685 5.94
60856331 60856373 6.11
60856917 60856941 5.27
60857045 60857157 13.13
60857214 60857225 5.11
60858952 60859016 8.19
60859179 60859262 6.96
60859679 60859697 6.60
60863565 60863606 5.28
60863817 60863856 6.76
60864048 60864074 7.65
60864609 60864618 7.53
60865699 60865724 6.01
60867808 60867818 8.32
60871330 60871348 7.46
60873104 60873217 11.05
60876405 60876424 5.29
60876535 60876638 5.51
60878771 60878780 6.54
60879464 60879488 8.12
60879992 60880020 17.07
60880440 60880469 5.10
60881498 60881499 5.39
60882657 60882658 5.39
60884399 60884420 24.27
60884506 60884558 55.56
60884787 60884788 5.39
60886716 60886751 7.67
60886918 60886954 9.32
60889780 60889816 5.40
60891310 60891335 5.05
60891867 60891924 7.80
60892563 60892578 5.25
60893372 60893380 6.79
60897506 60897528 6.59
60899277 60899295 7.52
60900577 60900586 5.59
60901394 60901395 5.39
60902613 60902678 5.93
60904314 60904376 7.54
60904439 60904470 5.66
60905836 60905895 5.36
60908532 60908543 5.15
60909854 60909902 5.78
60913430 60913445 5.25
60914263 60914310 5.98
60915445 60915454 5.57
60916152 60916170 6.51
60917461 60917496 5.76
60917817 60917845 5.36
60918651 60918670 5.34
60920143 60920258 7.75
60920727 60920771 5.63
60923639 60923663 5.22
60924236 60924265 5.19
60925254 60925286 6.46
60925585 60925630 6.37
60926370 60926386 5.94
60928758 60928760 5.17
60929699 60929727 9.17
60930315 60930322 5.05
60930963 60930968 5.48
60931669 60931697 5.26
60936918 60936959 7.27
60937715 60937722 5.10
60938411 60938444 6.10
60938661 60938662 5.39
60940704 60940727 6.46
60944274 60944340 10.50
60945456 60945480 7.21
60945528 60945584 6.97
60947739 60947746 7.01
60948141 60948184 7.85
60949467 60949471 5.70
60950497 60950503 5.27
60954079 60954145 5.85
60957148 60957149 5.39
60958312 60958401 5.68
60958526 60958586 6.20
60958675 60958721 6.21
60958820 60958867 7.04
60958983 60959012 5.13
60959155 60959178 5.39
60959765 60959768 5.91
60961238 60961240 6.13
60964189 60964207 5.56
60964561 60964591 6.94
60969347 60969405 6.53
60970356 60970426 5.86
60971017 60971031 9.37
60971429 60971480 8.04
60971725 60971730 5.48
60971893 60971913 7.07
60976618 60976631 5.68
60978871 60978881 5.37
60981512 60981529 6.78
60981573 60981605 5.40
60981645 60981679 5.02
60981738 60981831 5.71
60983648 60983681 5.14
60985283 60985302 6.28
60985590 60985615 5.00
60985960 60986034 5.95
60986911 60986933 5.65
60989951 60990191 24.03
60990832 60990845 7.63
60991123 60991191 5.28
60991323 60991345 5.64
60996426 60996436 6.31
60996696 60996758 8.58
60997411 60997489 9.01
60997987 60998033 5.30
60998776 60998789 5.68
60999114 60999124 6.31
60999873 60999906 6.10
61000285 61000309 5.22
61002716 61002768 5.92
61003336 61003344 5.71
61004793 61004804 6.10
61005558 61005572 5.45
61006211 61006279 5.38
61008290 61008294 5.70
61008772 61008779 5.06
61011423 61011491 5.28
61012812 61012858 6.11
61014606 61014614 5.79
61015946 61015963 5.72
61016948 61016958 6.31
61018394 61018402 7.75
61018693 61018717 6.16
61018935 61018946 6.10
61019382 61019418 7.41
61020316 61020392 5.47
61022173 61022222 9.55
61023495 61023578 7.69
61023755 61023797 5.06
61024277 61024292 6.16
61024552 61024564 5.88
61026362 61026390 8.21
61027426 61027446 7.07
61029629 61029643 5.45
61029764 61029769 6.44
61031468 61031496 7.22
61031533 61031539 5.28
61031619 61031650 8.52
61031775 61031856 5.30
61032451 61032488 5.18
61034282 61034313 5.62
61035085 61035106 5.85
61036258 61036281 6.39
61036379 61036408 5.10
61036498 61036522 5.17
61037798 61037814 10.89
61038213 61038278 5.02
61039129 61039206 5.21
61039795 61039834 5.84
61043109 61043110 5.39
61043903 61043905 6.13
61045250 61045366 15.27
61047281 61047295 7.41
61048174 61048321 13.28
61048433 61048440 6.01
61049052 61049126 5.09
61052464 61052530 6.72
61054068 61054095 8.43
61054490 61054504 5.45
61055884 61055893 5.57
61056619 61056638 7.24
61056915 61056918 5.91
61057719 61057761 7.07
61057869 61057887 5.56
61058287 61058297 7.27
61061505 61061514 5.59
61063824 61063861 6.27
61065278 61065294 6.98
61066072 61066081 5.49
61067266 61067290 5.27
61068338 61068425 7.07
61068558 61068564 10.14
61068667 61068686 6.28
61068913 61068963 9.22
61069808 61069911 7.57
61070546 61070582 6.52
61071394 61071408 8.46
61072853 61072890 5.23
61073499 61073556 6.79
61073694 61073753 5.36
61077932 61077952 5.17
61078287 61078325 7.01
61078915 61078946 6.56
61080715 61080744 5.14
61082296 61082350 6.35
61082984 61083039 8.17
61083297 61083318 8.77
61085708 61085718 7.35
61087810 61087856 6.34
61088707 61088747 6.55
61088896 61088959 9.28
61089098 61089174 10.38
61090306 61090338 6.41
61092866 61092895 6.05
61095233 61095285 5.92
61097842 61097912 6.75
61100066 61100112 5.20
61101278 61101329 6.17
61103628 61103629 5.39
61103955 61103964 5.63
61105069 61105098 8.00
61105197 61105207 5.36
61106371 61106390 6.34
61106678 61106704 5.65
61106752 61106754 5.17
61106957 61106969 6.84
61107198 61107203 6.49
61108511 61108537 5.74
61110310 61110317 6.96
61111565 61111595 6.79
61112103 61112124 5.85
61116059 61116088 5.14
61116153 61116207 7.35
61117834 61117847 5.72
61118271 61118287 5.02
61119933 61120014 8.30
61122545 61122613 6.24
61122946 61122969 8.29
61123357 61123359 5.17
61125288 61125302 9.32
61126617 61126639 7.56
61129343 61129393 5.38
61129571 61129574 6.92
61130457 61130496 5.79
61130665 61130666 5.39
61131852 61131875 6.43
61132102 61132124 6.61
61133609 61133624 5.20
61133743 61133766 7.38
61135039 61135068 5.10
61136721 61136744 5.48
61136832 61136847 8.15
61137785 61137827 5.06
61141664 61141673 6.58
61142546 61142560 7.36
61142761 61142768 6.05
61143129 61143182 5.56
61143629 61143640 5.15
61144548 61144595 6.09
61145483 61145528 10.33
61147271 61147291 6.08
61148167 61148213 8.16
61149024 61149086 5.62
61149862 61149870 6.79
61150039 61150072 7.00
61150713 61150746 8.09
61151935 61152006 9.50
61152044 61152139 8.11
61153049 61153075 8.60
61153396 61153416 5.16
61154475 61154500 5.05
61154574 61154646 11.28
61154818 61154831 5.67
61156956 61156961 5.48
61157248 61157286 5.97
61157922 61157960 5.02
61159190 61159193 5.91
61163317 61163372 5.22
61163455 61163482 7.43
61165038 61165066 5.36
61166269 61166283 9.37
61166338 61166393 6.08
61168287 61168291 6.70
61169289 61169318 8.01
61172921 61172952 6.56
61173167 61173189 7.55
61173255 61173355 9.08
61173541 61173576 5.71
61178378 61178407 6.00
61181552 61181597 5.47
61181695 61181705 6.36
61182176 61182222 7.20
61183526 61183599 11.99
61185804 61185881 9.17
61185988 61186002 5.46
61188426 61188463 6.29
61189079 61189124 6.47
61190239 61190265 5.78
61192320 61192351 9.58
61192578 61192646 5.24
61193205 61193215 5.36
61202089 61202279 10.80
61203554 61203580 5.74
61204314 61204336 5.64
61206473 61206505 8.26
61207887 61207930 6.95
61214156 61214189 5.14
61215500 61215542 5.16
61215876 61215954 6.03
61216033 61216087 8.26
61216607 61216693 8.24
61216785 61216826 6.28
61217006 61217020 5.51
61220225 61220254 6.96
61224348 61224370 5.60
61225782 61225806 8.09
61231264 61231301 6.14
61231893 61231921 6.35
61233072 61233095 6.43
61235056 61235074 5.56
61235266 61235365 6.34
61235724 61235741 7.67
61235947 61235982 7.66
61236917 61236999 8.08
61237472 61237476 5.70
61238546 61238555 5.62
61238714 61238857 6.36
61239395 61239414 6.25
61242523 61242549 7.65
61243261 61243278 5.86
61247587 61247613 6.60
61250379 61250407 7.36
61252126 61252160 5.98
61253134 61253143 5.57
61256638 61256672 5.92
61257260 61257325 6.94
61260221 61260241 5.13
61260978 61261002 5.17
61264193 61264227 5.93
61266465 61266506 6.28
61268655 61268690 5.76
61269280 61269283 5.91
61269344 61269352 6.84
61274193 61274243 7.21
61275566 61275622 6.97
61276665 61276673 8.71
61277065 61277082 5.77
61278788 61278798 5.36
61280215 61280263 8.79
61280314 61280338 8.12
61280674 61280692 5.60
61281566 61281601 6.62
61282228 61282253 5.00
61282386 61282388 5.17
61285857 61285919 5.62
61286003 61286063 7.00
61287473 61287480 6.01
61293085 61293105 7.07
61293677 61293723 5.29
61294016 61294058 7.15
61295923 61295946 5.34
61296925 61296926 5.39
61300900 61300916 6.98
61300967 61300974 5.05
61305987 61306051 7.20
61306103 61306126 8.34
61307448 61307476 6.27
61307850 61307903 10.53
61308388 61308407 5.33
61308506 61308521 5.24
61308748 61308755 5.06
61310925 61310931 5.27
61311094 61311137 7.99
61312229 61312273 6.59
61314263 61314360 9.74
61314443 61314493 6.35
61314741 61314895 8.86
61315301 61315302 5.39
61316402 61316406 6.65
61317726 61317742 5.94
61319223 61319288 6.98
61319401 61319409 5.79
61320494 61320563 5.12
61322810 61322877 12.37
61324342 61324356 5.46
61324492 61324538 5.25
61325723 61325737 7.38
61326289 61326312 5.39
61327612 61327624 5.94
61329722 61329740 5.56
61330302 61330399 5.72
61330516 61330524 6.79
61331125 61331175 7.26
61332199 61332215 6.08
61333333 61333367 5.88
61333550 61333585 5.66
61335031 61335051 9.98
61337124 61337161 7.18
61337740 61337830 7.28
61338375 61338380 7.44
61339804 61339819 5.20
61341050 61341091 5.37
61341757 61341761 5.70
61343824 61343829 6.49
61344563 61344576 7.58
61346127 61346149 9.51
61346696 61346700 5.70
61351248 61351287 6.76
61351647 61351661 8.38
61353345 61353407 65.03
61354424 61354433 6.58
61356909 61356942 5.24
61359937 61359954 8.68
61360054 61360086 8.31
61360509 61360533 10.09
61360582 61360624 5.21
61362245 61362266 5.90
61363739 61363781 7.06
61365554 61365574 5.03
61366185 61366246 5.79
61369697 61369714 5.76
61370910 61370918 6.79
61371922 61371991 5.15
61373307 61373315 6.75
61374060 61374095 5.76
61374695 61374710 5.20
61375795 61375799 5.70
61377142 61377156 5.46
61377711 61377745 8.93
61379621 61379626 6.44
61379724 61379768 7.59
61380970 61380992 7.65
61381060 61381075 5.20
61383277 61383404 6.08
61383470 61383498 7.27
61385109 61385144 5.75
61385689 61385725 5.45
61386541 61386584 6.84
61387184 61387220 9.47
61388277 61388355 5.14
61389238 61389245 5.05
61391086 61391087 5.39
61391432 61391451 5.33
61392970 61393002 5.31
61393265 61393270 6.49
61399459 61399490 6.56
61399573 61399579 7.23
61403940 61404036 7.93
61404178 61404212 7.79
61404963 61404996 7.05
61406717 61406752 5.66
61406930 61406936 5.27
61407546 61407585 5.81
61407688 61407711 9.39
61408233 61408242 5.63
61410689 61410730 5.42
61411156 61411289 9.65
61412326 61412414 7.84
61415123 61415177 5.49
61415323 61415324 5.39
61415488 61415518 5.79
61418622 61418623 5.39
61418708 61418710 5.17
61420018 61420049 5.70
61420647 61420654 5.05
61420891 61420895 6.65
61425589 61425591 5.17
61427097 61427116 7.29
61427671 61427729 12.35
61428133 61428194 7.85
61429414 61429444 5.87
61431877 61431920 5.90
61432945 61432985 5.59
61433818 61433819 5.39
61434836 61434847 5.15
61435387 61435388 5.39
61437155 61437175 6.08
61441239 61441284 7.45
61451199 61451216 5.76
61453501 61453509 5.85
61457975 61457989 5.46
61458632 61458652 6.08
61458915 61458953 5.02
61459410 61459457 7.95
61459713 61459731 6.50
61459911 61459925 6.41
61460202 61460278 6.57
61460374 61460416 7.07
61460922 61460979 5.70
61461097 61461101 5.75
61461315 61461359 5.72
61461542 61461656 13.79
61462303 61462364 13.63
61463613 61463623 6.31
61466443 61466450 6.01
61470053 61470088 6.67
61471330 61471358 5.36
61472689 61472765 8.42
61473020 61473092 5.47
61473877 61473914 5.28
61474597 61474613 5.89
61475956 61475989 6.13
61476897 61476904 5.06
61479457 61479458 5.39
61480539 61480545 6.22
61480938 61480985 9.80
61484524 61484558 8.75
61484743 61484749 5.27
61484915 61484959 7.59
61486405 61486412 5.06
61487786 61487810 6.17
61487863 61487901 5.07
61488173 61488178 5.48
61489913 61489941 6.17
61491077 61491102 5.00
61491273 61491323 5.30
61492032 61492077 7.48
61492144 61492180 7.36
61495713 61495803 6.44
61495966 61496025 5.22
61496341 61496445 7.17
61499061 61499092 5.62
61502323 61502336 5.63
61502930 61502941 5.15
61505861 61505883 5.55
61506079 61506113 5.88
61509143 61509154 8.06
61509218 61509220 5.17
61510077 61510096 6.38
61511089 61511111 5.64
61511341 61511369 7.32
61513629 61513666 10.18
61513725 61513774 5.56
61514753 61514777 5.17
61514863 61514912 6.42
61517725 61517743 6.51
61518336 61518374 5.07
61518552 61518598 5.25
61519167 61519168 5.39
61519434 61519445 6.06
61521305 61521335 6.83
61522671 61522676 5.48
61525156 61525162 5.27
61525657 61525678 5.87
61526642 61526653 5.15
61527100 61527111 5.15
61529359 61529423 5.29
61529568 61529582 6.47
61530328 61530339 6.10
